track_id,race_date,race_number,distance_id,distance_unit,distance,surface,race_type,purse,registration_number,horse_name,post_position,gate,position,official_position,sectional_time,running_time,time_behind,distance_behind,distance_ran,cumulative_distance_ran,strides,cumulative_strides,is_about_distance,is_graded_race,distance_furlongs,distance_meters_expected,distance_label,is_nonstandard_distance,race_key,horse_race_key
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21003278,Weekend Wife,8,4.0,5,5,5.9,35.784,0.649,10.9,100.6,603.7,14.0,69.5,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21003278
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21003278,Weekend Wife,8,3.5,5,5,5.9,41.68,0.75,12.1,100.6,704.3000000000001,14.0,83.5,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21003278
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21003278,Weekend Wife,8,3.0,6,5,6.28,47.954,0.924,14.3,100.9,805.2,14.8,98.3,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21003278
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21003278,Weekend Wife,8,2.5,6,5,6.76,54.714,1.112,16.8,104.0,909.2,15.7,114.0,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21003278
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21003278,Weekend Wife,8,2.0,6,5,6.94,61.656,1.199,17.8,105.2,1014.4000000000001,15.9,129.9,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21003278
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21003278,Weekend Wife,8,1.5,5,5,7.14,68.796,1.172,17.1,104.1,1118.5,16.2,146.1,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21003278
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21003278,Weekend Wife,8,1.0,5,5,6.95,75.742,1.072,15.4,100.7,1219.2,15.5,161.6,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21003278
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21003278,Weekend Wife,8,0.5,6,5,6.98,82.721,1.077,15.3,100.6,1319.8,15.9,177.5,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21003278
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21003278,Weekend Wife,8,0.0,5,5,7.03,89.748,1.288,17.2,100.6,1420.3999999999999,15.8,193.3,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21003278
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,6.5,6,8,7.11,7.108,0.576,9.9,100.7,100.7,16.8,16.8,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,6.0,7,8,5.79,12.906,0.773,14.0,100.6,201.3,13.9,30.700000000000003,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,5.5,8,8,5.66,18.568,0.739,13.3,100.6,301.9,13.8,44.5,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,5.0,8,8,5.73,24.298,0.758,13.3,100.6,402.5,13.8,58.3,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,4.5,8,8,5.91,30.198,0.91,15.6,100.6,503.1,13.9,72.2,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,4.0,8,8,6.15,36.345,1.21,20.3,100.6,603.7,13.9,86.10000000000001,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,3.5,8,8,6.03,42.375,1.445,23.4,100.6,704.3000000000001,13.8,99.9,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,3.0,8,8,6.44,48.811,1.781,27.6,100.7,805.0000000000001,14.4,114.30000000000001,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,2.5,8,8,6.91,55.722,2.12,32.1,103.6,908.6000000000001,15.4,129.70000000000002,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,2.0,8,8,7.19,62.912,2.455,36.4,105.0,1013.6000000000001,16.0,145.70000000000002,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,1.5,8,8,7.22,70.131,2.507,36.7,103.8,1117.4,15.7,161.4,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,1.0,8,8,6.92,77.052,2.382,34.3,100.7,1218.1000000000001,15.3,176.70000000000002,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,0.5,8,8,6.99,84.043,2.399,34.0,100.6,1318.7,15.3,192.00000000000003,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,21017739,Sippin' Time,3,0.0,8,8,7.46,91.5,3.04,40.6,100.6,1419.3,15.8,207.80000000000004,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|21017739
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,6.5,5,3,7.04,7.035,0.503,8.6,100.6,100.6,0.0,0.0,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,6.0,4,3,5.63,12.664,0.531,9.6,100.6,201.2,13.8,13.8,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,5.5,4,3,5.6,18.261,0.432,7.8,100.6,301.79999999999995,13.8,27.6,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,5.0,4,3,5.67,23.935,0.395,6.9,100.6,402.4,13.8,41.400000000000006,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,4.5,4,3,5.74,29.665,0.377,6.5,100.6,503.0,13.7,55.10000000000001,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,4.0,4,3,5.87,35.534,0.399,6.7,100.6,603.6,14.0,69.10000000000001,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,3.5,4,3,5.9,41.425,0.495,8.0,100.6,704.2,13.9,83.00000000000001,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,3.0,3,3,6.2,47.615,0.585,9.1,100.6,804.8000000000001,14.7,97.70000000000002,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,2.5,3,3,6.68,54.296,0.694,10.5,102.5,907.3000000000001,15.5,113.20000000000002,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,2.0,3,3,7.01,61.304,0.847,12.5,104.5,1011.8000000000001,16.1,129.3,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,1.5,3,3,7.1,68.404,0.78,11.4,103.5,1115.3000000000002,15.9,145.20000000000002,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,1.0,4,3,7.03,75.43,0.76,10.9,100.6,1215.9,15.8,161.00000000000003,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,0.5,4,3,7.04,82.466,0.822,11.7,100.6,1316.5,15.8,176.80000000000004,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22002156,Mun Mun Can Run,6,0.0,3,3,7.03,89.502,1.042,13.9,100.6,1417.1,15.6,192.40000000000003,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22002156
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,6.5,4,1,6.96,6.962,0.43,7.4,100.6,100.6,0.0,0.0,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,6.0,5,1,5.76,12.723,0.59,10.7,100.6,201.2,14.6,14.6,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,5.5,5,1,5.65,18.378,0.549,9.9,100.7,301.9,13.8,28.4,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,5.0,5,1,5.69,24.072,0.532,9.3,100.6,402.5,14.0,42.4,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,4.5,7,1,5.85,29.915,0.627,10.8,100.6,503.1,14.0,56.4,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,4.0,7,1,6.01,35.918,0.783,13.1,100.6,603.7,14.3,70.7,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,3.5,7,1,5.86,41.772,0.842,13.6,100.6,704.3000000000001,13.9,84.60000000000001,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,3.0,5,1,6.17,47.934,0.904,14.0,100.6,804.9000000000001,14.6,99.2,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,2.5,4,1,6.6,54.535,0.933,14.1,103.7,908.6000000000001,15.8,115.0,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,2.0,4,1,6.94,61.475,1.018,15.1,105.3,1013.9000000000001,16.3,131.3,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,1.5,4,1,6.94,68.42,0.796,11.6,104.0,1117.9,16.3,147.60000000000002,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,1.0,2,1,6.58,74.998,0.328,4.7,100.7,1218.6000000000001,15.1,162.70000000000002,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,0.5,1,1,6.65,81.644,0.0,0.0,100.6,1319.2,15.2,177.9,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004645,Bourbon N Lace,7,0.0,1,1,6.82,88.46,0.0,0.0,100.6,1419.8,15.3,193.20000000000002,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004645
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,6.5,2,6,6.56,6.559,0.027,0.5,100.6,100.6,0.0,0.0,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,6.0,2,6,5.62,12.186,0.053,1.0,100.6,201.2,14.7,14.7,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,5.5,2,6,5.64,17.833,0.004,0.1,100.6,301.79999999999995,13.8,28.5,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,5.0,1,6,5.7,23.54,0.0,0.0,100.6,402.4,14.2,42.7,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,4.5,2,6,5.76,29.3,0.012,0.2,100.6,503.0,14.2,56.900000000000006,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,4.0,2,6,5.87,35.164,0.029,0.5,100.6,603.6,14.3,71.2,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,3.5,2,6,5.87,41.032,0.102,1.7,100.6,704.2,14.3,85.5,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,3.0,2,6,6.19,47.219,0.189,2.9,100.6,804.8000000000001,14.8,100.3,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,2.5,2,6,6.7,53.919,0.317,4.8,102.6,907.4000000000001,15.9,116.2,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,2.0,2,6,7.04,60.96,0.503,7.5,104.9,1012.3000000000001,16.6,132.8,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,1.5,2,6,7.17,68.135,0.511,7.5,103.9,1116.2,17.0,149.8,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,1.0,3,6,7.07,75.203,0.533,7.7,100.7,1216.9,16.3,166.10000000000002,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,0.5,3,6,7.23,82.436,0.792,11.2,100.6,1317.5,16.6,182.70000000000002,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22004844,Over My Cents,5,0.0,6,6,7.57,90.009,1.549,20.7,100.6,1418.1,16.7,199.4,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22004844
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,6.5,1,2,6.54,6.532,0.0,0.0,100.6,100.6,0.0,0.0,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,6.0,3,2,5.66,12.192,0.059,1.1,100.6,201.2,13.6,13.6,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,5.5,1,2,5.64,17.829,0.0,0.0,100.6,301.79999999999995,13.7,27.299999999999997,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,5.0,2,2,5.73,23.557,0.017,0.3,100.6,402.4,13.7,41.0,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,4.5,1,2,5.74,29.288,0.0,0.0,100.6,503.0,13.6,54.6,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,4.0,1,2,5.85,35.135,0.0,0.0,100.6,603.6,13.8,68.4,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,3.5,1,2,5.8,40.93,0.0,0.0,100.6,704.2,13.3,81.7,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,3.0,1,2,6.11,47.03,0.0,0.0,100.6,804.8000000000001,14.2,95.9,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,2.5,1,2,6.57,53.602,0.0,0.0,101.1,905.9000000000001,15.2,111.10000000000001,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,2.0,1,2,6.86,60.457,0.0,0.0,103.5,1009.4000000000001,15.4,126.50000000000001,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,1.5,1,2,7.17,67.624,0.0,0.0,103.1,1112.5,15.8,142.3,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,1.0,1,2,7.05,74.67,0.0,0.0,100.6,1213.1,15.2,157.5,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,0.5,2,2,7.21,81.881,0.237,3.4,100.6,1313.6999999999998,15.8,173.3,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22010064,Buckin' Right,1,0.0,2,2,7.55,89.429,0.969,12.9,100.6,1414.2999999999997,16.0,189.3,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22010064
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22011846,Rehoboth Avenue,2,6.5,3,4,6.57,6.569,0.037,0.6,100.6,100.6,0.0,0.0,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22011846
LRL,2025-12-12,1,7.0,F,7F,D,SOC,27900,22011846,Rehoboth Avenue,2,6.0,1,4,5.56,12.133,0.0,0.0,100.6,201.2,14.3,14.3,0,0,7.0,1408.176,7F,0,LRL|2025-12-12|1,LRL|2025-12-12|1|22011846
