horse_name,registration_number,pp_track,pp_race_date,pp_race_number,race_type,grade,distance_id,distance_unit,about_distance_indicator,published_value,surface,post_position,gate,position,official_position,sectional_time,running_time,time_behind,distance_behind,distance_ran,cumulative_distance_ran,strides,cumulative_strides,purse,field_size,is_about_distance,is_graded_race,distance_furlongs,distance_meters_expected,distance_label,is_nonstandard_distance,pp_race_key
Bode's Maker,15000089,LRL,2025-11-01,6,SOC,,8.5,F,,1 1/16M,T,6,1.5,7,2,6.15,85.293,0.308,5.1,102.9,1422.8,14.5,201.70000000000002,27020,12,0,0,8.5,1709.928,1 1/16M,0,15000089|LRL|2025-11-01|6
Bode's Maker,15000089,LRL,2025-11-01,6,SOC,,8.5,F,,1 1/16M,T,6,1.0,4,2,5.94,91.231,0.208,3.4,100.6,1523.3999999999999,13.9,215.60000000000002,27020,12,0,0,8.5,1709.928,1 1/16M,0,15000089|LRL|2025-11-01|6
Bode's Maker,15000089,LRL,2025-11-01,6,SOC,,8.5,F,,1 1/16M,T,6,0.5,2,2,6.07,97.306,0.176,2.8,100.6,1623.9999999999998,14.0,229.60000000000002,27020,12,0,0,8.5,1709.928,1 1/16M,0,15000089|LRL|2025-11-01|6
Bode's Maker,15000089,LRL,2025-11-01,6,SOC,,8.5,F,,1 1/16M,T,6,0.0,2,2,6.4,103.708,0.198,3.0,100.6,1724.5999999999997,14.7,244.3,27020,12,0,0,8.5,1709.928,1 1/16M,0,15000089|LRL|2025-11-01|6
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,7.5,7,1,7.35,7.349,0.884,15.1,100.7,100.7,17.0,17.0,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,7.0,7,1,5.94,13.284,1.199,20.9,101.6,202.3,14.2,31.2,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,6.5,7,1,5.86,19.138,1.324,22.6,101.1,303.4,13.8,45.0,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,6.0,7,1,5.89,25.028,1.248,21.0,101.1,404.5,14.0,59.0,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,5.5,7,1,6.2,31.226,1.216,19.9,102.9,507.4,14.3,73.3,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,5.0,7,1,6.01,37.239,1.294,21.9,100.6,608.0,13.9,87.2,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,4.5,7,1,5.95,43.185,1.436,24.7,100.6,708.6,13.7,100.9,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,4.0,7,1,5.9,49.08,1.41,24.1,100.6,809.2,13.8,114.7,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,3.5,8,1,5.92,54.996,1.34,23.0,100.6,909.8000000000001,13.9,128.6,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,3.0,7,1,5.76,60.758,1.117,19.2,100.8,1010.6,13.8,142.4,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,2.5,7,1,5.68,66.435,0.647,11.0,100.8,1111.4,13.8,156.20000000000002,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,2.0,7,1,5.82,72.253,0.493,8.4,101.8,1213.2,14.2,170.4,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,1.5,7,1,5.89,78.139,0.502,8.6,103.1,1316.3,14.4,184.8,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,1.0,3,1,5.6,83.737,0.237,4.1,100.6,1416.8999999999999,13.6,198.4,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,0.5,1,1,5.74,89.476,0.0,0.0,100.6,1517.4999999999998,13.6,212.0,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Bode's Maker,15000089,LRL,2025-10-04,9,SOC,,8.0,F,,1M,T,9,0.0,1,1,6.13,95.6,0.0,0.0,100.6,1618.0999999999997,14.2,226.2,25520,9,0,0,8.0,1609.344,1M,0,15000089|LRL|2025-10-04|9
Tiberius Mercurius,16009053,AQU,2025-12-31,8,CLM,,6.5,F,,6 1/2F,D,4,6.0,11,10,6.94,6.943,0.468,8.0,100.6,100.6,16.2,16.2,28000,11,0,0,6.5,1307.592,6 1/2F,0,16009053|AQU|2025-12-31|8
Tiberius Mercurius,16009053,AQU,2025-12-31,8,CLM,,6.5,F,,6 1/2F,D,4,5.5,11,10,5.84,12.783,0.702,12.8,100.6,201.2,13.2,29.4,28000,11,0,0,6.5,1307.592,6 1/2F,0,16009053|AQU|2025-12-31|8
Tiberius Mercurius,16009053,AQU,2025-12-31,8,CLM,,6.5,F,,6 1/2F,D,4,5.0,11,10,5.74,18.518,0.977,17.9,100.6,301.79999999999995,12.9,42.3,28000,11,0,0,6.5,1307.592,6 1/2F,0,16009053|AQU|2025-12-31|8
Tiberius Mercurius,16009053,AQU,2025-12-31,8,CLM,,6.5,F,,6 1/2F,D,4,4.5,11,10,5.74,24.255,1.295,23.6,100.6,402.4,13.0,55.3,28000,11,0,0,6.5,1307.592,6 1/2F,0,16009053|AQU|2025-12-31|8
Tiberius Mercurius,16009053,AQU,2025-12-31,8,CLM,,6.5,F,,6 1/2F,D,4,4.0,11,10,5.72,29.972,1.453,25.7,100.6,503.0,13.2,68.5,28000,11,0,0,6.5,1307.592,6 1/2F,0,16009053|AQU|2025-12-31|8
Tiberius Mercurius,16009053,AQU,2025-12-31,8,CLM,,6.5,F,,6 1/2F,D,4,3.5,11,10,5.89,35.859,1.481,25.1,101.1,604.1,13.6,82.1,28000,11,0,0,6.5,1307.592,6 1/2F,0,16009053|AQU|2025-12-31|8
Tiberius Mercurius,16009053,AQU,2025-12-31,8,CLM,,6.5,F,,6 1/2F,D,4,3.0,11,10,6.09,41.951,1.524,25.2,101.1,705.2,13.7,95.8,28000,11,0,0,6.5,1307.592,6 1/2F,0,16009053|AQU|2025-12-31|8
Tiberius Mercurius,16009053,AQU,2025-12-31,8,CLM,,6.5,F,,6 1/2F,D,4,2.5,11,10,6.26,48.206,1.616,26.1,101.6,806.8000000000001,13.9,109.7,28000,11,0,0,6.5,1307.592,6 1/2F,0,16009053|AQU|2025-12-31|8
Tiberius Mercurius,16009053,AQU,2025-12-31,8,CLM,,6.5,F,,6 1/2F,D,4,2.0,11,10,6.34,54.543,1.633,26.1,102.2,909.0000000000001,14.1,123.8,28000,11,0,0,6.5,1307.592,6 1/2F,0,16009053|AQU|2025-12-31|8
Tiberius Mercurius,16009053,AQU,2025-12-31,8,CLM,,6.5,F,,6 1/2F,D,4,1.5,11,10,6.45,60.993,1.57,24.5,101.9,1010.9000000000001,14.4,138.2,28000,11,0,0,6.5,1307.592,6 1/2F,0,16009053|AQU|2025-12-31|8
Tiberius Mercurius,16009053,AQU,2025-12-31,8,CLM,,6.5,F,,6 1/2F,D,4,1.0,11,10,6.47,67.458,1.464,22.1,100.6,1111.5,14.2,152.39999999999998,28000,11,0,0,6.5,1307.592,6 1/2F,0,16009053|AQU|2025-12-31|8
Tiberius Mercurius,16009053,AQU,2025-12-31,8,CLM,,6.5,F,,6 1/2F,D,4,0.5,11,10,6.66,74.117,1.377,19.8,100.6,1212.1,14.6,166.99999999999997,28000,11,0,0,6.5,1307.592,6 1/2F,0,16009053|AQU|2025-12-31|8
Tiberius Mercurius,16009053,AQU,2025-12-31,8,CLM,,6.5,F,,6 1/2F,D,4,0.0,10,10,6.89,81.001,1.291,17.4,100.6,1312.6999999999998,14.6,181.59999999999997,28000,11,0,0,6.5,1307.592,6 1/2F,0,16009053|AQU|2025-12-31|8
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,7.5,2,4,6.89,6.886,0.001,0.0,100.7,100.7,16.4,16.4,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,7.0,2,4,5.72,12.6,0.04,0.7,100.6,201.3,13.4,29.799999999999997,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,6.5,2,4,5.74,18.339,0.016,0.3,100.8,302.1,13.2,43.0,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,6.0,2,4,5.73,24.067,0.087,1.5,100.6,402.70000000000005,13.1,56.1,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,5.5,2,4,5.84,29.911,0.129,2.2,100.6,503.30000000000007,13.2,69.3,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,5.0,2,4,5.91,35.822,0.169,2.9,100.6,603.9000000000001,13.4,82.7,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,4.5,2,4,6.02,41.839,0.195,3.3,100.6,704.5000000000001,13.5,96.2,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,4.0,2,4,6.01,47.852,0.162,2.7,100.6,805.1000000000001,13.6,109.8,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,3.5,2,4,6.11,53.962,0.113,1.8,101.5,906.6000000000001,14.1,123.89999999999999,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,3.0,2,4,6.26,60.219,0.109,1.7,101.3,1007.9000000000001,14.2,138.1,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,2.5,2,4,6.32,66.538,0.051,0.8,101.3,1109.2,14.3,152.4,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,2.0,2,4,6.52,73.054,0.114,1.7,101.5,1210.7,14.4,166.8,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,1.5,2,4,6.75,79.802,0.3,4.5,101.3,1312.0,15.0,181.8,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,1.0,2,4,6.99,86.786,0.566,8.2,100.6,1412.6,15.2,197.0,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,0.5,3,4,7.26,94.054,0.864,12.2,100.6,1513.1999999999998,15.4,212.4,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,AQU,2025-12-10,6,CLM,,8.0,F,,1M,D,1,0.0,4,4,7.59,101.637,1.187,16.1,100.6,1613.7999999999997,15.7,228.1,28000,7,0,0,8.0,1609.344,1M,0,16009053|AQU|2025-12-10|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,8.5,8,7,7.5,7.498,1.206,19.8,100.8,100.8,16.4,16.4,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,8.0,8,7,6.28,13.777,1.512,25.6,102.6,203.39999999999998,14.2,30.599999999999998,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,7.5,8,7,6.35,20.13,1.895,31.7,103.5,306.9,14.2,44.8,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,7.0,8,7,6.33,26.459,2.229,36.9,103.4,410.29999999999995,14.3,59.099999999999994,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,6.5,8,7,6.26,32.721,2.487,41.5,102.6,512.9,14.1,73.19999999999999,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,6.0,8,7,6.04,38.758,2.552,43.5,101.2,614.1,13.4,86.6,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,5.5,8,7,5.86,44.615,2.511,43.1,100.6,714.7,13.4,100.0,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,5.0,8,7,5.85,50.463,2.413,41.3,100.6,815.3000000000001,13.3,113.3,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,4.5,8,7,5.88,56.344,2.35,39.9,100.6,915.9000000000001,13.3,126.6,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,4.0,8,7,5.81,62.156,2.265,38.3,100.6,1016.5000000000001,13.2,139.79999999999998,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,3.5,8,7,5.95,68.113,2.146,35.5,101.8,1118.3000000000002,13.4,153.2,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,3.0,8,7,6.04,74.154,1.894,30.4,101.1,1219.4,13.7,166.89999999999998,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,2.5,7,7,6.17,80.33,1.738,27.4,100.8,1320.2,14.0,180.89999999999998,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,2.0,7,7,6.37,86.704,1.756,27.4,101.0,1421.2,14.1,194.99999999999997,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,1.5,7,7,6.55,93.25,1.812,27.7,101.4,1522.6000000000001,14.5,209.49999999999997,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,1.0,7,7,6.64,99.888,1.918,28.9,100.6,1623.2,14.4,223.89999999999998,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,0.5,7,7,7.04,106.925,2.13,31.0,100.6,1723.8,14.9,238.79999999999998,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Tiberius Mercurius,16009053,BAQ,2025-09-18,6,CLM,,9.0,F,,1 1/8M,D,7,0.0,7,7,7.4,114.321,2.651,36.5,100.6,1824.3999999999999,15.3,254.1,32000,8,0,0,9.0,1810.5120000000002,1 1/8M,0,16009053|BAQ|2025-09-18|6
Armando R,16011638,LRL,2025-11-29,5,SOC,,8.5,F,,1 1/16M,D,3,8.0,5,1,7.09,7.089,0.535,8.8,100.9,100.9,15.6,15.6,31370,9,0,0,8.5,1709.928,1 1/16M,0,16011638|LRL|2025-11-29|5
Armando R,16011638,LRL,2025-11-29,5,SOC,,8.5,F,,1 1/16M,D,3,7.5,6,1,5.97,13.063,0.573,9.8,100.8,201.7,13.1,28.7,31370,9,0,0,8.5,1709.928,1 1/16M,0,16011638|LRL|2025-11-29|5
Armando R,16011638,LRL,2025-11-29,5,SOC,,8.5,F,,1 1/16M,D,3,7.0,7,1,5.86,18.93,0.543,9.1,100.6,302.29999999999995,12.8,41.5,31370,9,0,0,8.5,1709.928,1 1/16M,0,16011638|LRL|2025-11-29|5
Armando R,16011638,LRL,2025-11-29,5,SOC,,8.5,F,,1 1/16M,D,3,6.5,7,1,6.01,24.942,0.682,11.2,100.6,402.9,12.7,54.2,31370,9,0,0,8.5,1709.928,1 1/16M,0,16011638|LRL|2025-11-29|5
Armando R,16011638,LRL,2025-11-29,5,SOC,,8.5,F,,1 1/16M,D,3,6.0,8,1,6.17,31.11,0.777,12.6,100.6,503.5,13.0,67.2,31370,9,0,0,8.5,1709.928,1 1/16M,0,16011638|LRL|2025-11-29|5
Armando R,16011638,LRL,2025-11-29,5,SOC,,8.5,F,,1 1/16M,D,3,5.5,8,1,6.31,37.421,1.031,16.9,100.6,604.1,13.4,80.60000000000001,31370,9,0,0,8.5,1709.928,1 1/16M,0,16011638|LRL|2025-11-29|5
