has_gps_data,registration_number,horse_name,pp_track,pp_race_date,pp_race_number,pp_country,race_type,grade,distance_id,about_distance_indicator,distance,surface,post_position,position_at_point_of_call_1,position_at_point_of_call_2,position_at_point_of_call_3,position_at_point_of_call_4,position_at_point_of_call_5,official_position,length_behind_at_poc_1,length_behind_at_poc_2,length_behind_at_poc_3,length_behind_at_poc_4,length_behind_at_poc_5,length_behind_at_finish,length_ahead_at_poc_1,length_ahead_at_poc_2,length_ahead_at_poc_3,length_ahead_at_poc_4,length_ahead_at_poc_5,length_ahead_at_finish,post_time_odds,field_size,purse,pp_id
X,22011173,Kerness K,AQU,2025-12-31,6,USA,CLM, ,6.0, ,6F,D,4,3,3,0,0,5,7,20,20,0,0,260,1250,150,50,0,0,150,0,13,7,43000,22011173_AQU_2025-12-31_6
 ,21017747,Kilo Road,TIM,2025-08-24,6,USA,AOC, ,6.5,A,6 1/2F,D,2,5,4,0,0,2,2,620,660,0,0,600,25,0,350,0,0,10,550,15,5,47470,21017747_TIM_2025-08-24_6
X,21017747,Kilo Road,LRL,2025-10-25,11,USA,AOC, ,7.0, ,7F,D,3,2,2,0,0,1,2,200,150,0,0,0,50,10,100,0,0,150,325,62,8,55590,21017747_LRL_2025-10-25_11
X,21017747,Kilo Road,LRL,2025-12-07,6,USA,AOC, ,5.5, ,5 1/2F,D,4,8,8,0,0,8,5,1270,1120,0,0,1160,675,0,0,0,0,0,125,55,8,59565,21017747_LRL_2025-12-07_6
X,23016859,Kiss Me Mo,LRL,2025-10-10,6,USA,MSW, ,7.0, ,7F,D,1,2,4,0,0,2,2,100,170,0,0,500,925,10,10,0,0,250,100,70,12,50705,23016859_LRL_2025-10-10_6
X,23016859,Kiss Me Mo,LRL,2025-10-31,5,USA,MSW, ,6.0, ,6F,D,9,6,6,0,0,7,8,750,810,0,0,950,1550,10,100,0,0,10,3150,23,9,50615,23016859_LRL_2025-10-31_5
X,23016859,Kiss Me Mo,LRL,2025-11-21,6,USA,MSW, ,6.0, ,6F,D,4,3,4,0,0,4,3,350,500,0,0,650,1075,150,250,0,0,300,10,93,8,49410,23016859_LRL_2025-11-21_6
X,21007729,Kissedbyanangel,LRL,2024-12-21,6,USA,AOC, ,8.0, ,1M,D,5,4,4,4,0,5,4,400,210,500,0,750,600,350,500,100,0,200,100,29,8,59165,21007729_LRL_2024-12-21_6
X,21007729,Kissedbyanangel,LRL,2025-09-26,8,USA,AOC, ,6.0, ,6F,D,4,6,6,0,0,7,6,430,860,0,0,1150,1375,250,250,0,0,0,375,136,7,58180,21007729_LRL_2025-09-26_8
X,21007729,Kissedbyanangel,LRL,2025-10-11,7,USA,STK, ,7.0, ,7F,D,9,6,8,0,0,10,12,460,1060,0,0,1100,2750,100,10,0,0,200,0,859,12,102030,21007729_LRL_2025-10-11_7
X,21007729,Kissedbyanangel,LRL,2025-12-19,8,USA,AOC, ,8.0, ,1M,D,7,4,4,4,0,6,6,200,310,310,0,760,785,250,100,10,0,300,375,115,8,55590,21007729_LRL_2025-12-19_8
X,23010382,Kittyup,LRL,2025-09-13,3,USA,MSW, ,5.5, ,5 1/2F,T,3,2,2,0,0,3,3,100,100,0,0,400,585,10,10,0,0,200,10,160,7,49615,23010382_LRL_2025-09-13_3
X,23010382,Kittyup,LRL,2025-11-01,5,USA,MCL, ,5.5, ,5 1/2F,T,9,5,4,0,0,4,5,260,70,0,0,350,650,200,150,0,0,10,10,19,9,31950,23010382_LRL_2025-11-01_5
X,23010382,Kittyup,LRL,2025-11-22,3,USA,MCL, ,6.0, ,6F,D,2,3,3,0,0,4,5,210,500,0,0,560,730,100,150,0,0,150,300,85,9,32400,23010382_LRL_2025-11-22_3
X,23010382,Kittyup,LRL,2025-12-14,3,USA,MCL, ,6.0, ,6F,D,1,1,2,0,0,3,6,0,150,0,0,300,825,10,10,0,0,150,950,7,8,25700,23010382_LRL_2025-12-14_3
X,23012012,Knickoletta,LRL,2025-10-24,4,USA,MCL, ,5.5, ,5 1/2F,D,7,4,1,0,0,1,3,70,0,0,0,0,200,250,10,0,0,50,400,13,8,25740,23012012_LRL_2025-10-24_4
X,23012012,Knickoletta,LRL,2025-11-22,3,USA,MCL, ,6.0, ,6F,D,1,1,1,0,0,1,1,0,0,0,0,0,0,200,400,0,0,400,475,60,9,32400,23012012_LRL_2025-11-22_3
X,23012012,Knickoletta,LRL,2025-12-05,4,USA,CLM, ,5.5, ,5 1/2F,D,2,3,2,0,0,2,3,60,10,0,0,200,375,200,50,0,0,10,1000,24,4,41600,23012012_LRL_2025-12-05_4
 ,22012730,Krissi N,DEL,2025-05-21,6,USA,AOC, ,6.0, ,6F,D,4,7,7,0,0,5,4,570,870,0,0,1100,700,200,200,0,0,200,25,257,8,46000,22012730_DEL_2025-05-21_6
X,22012730,Krissi N,LRL,2025-06-21,4,USA,AOC, ,6.0, ,6F,D,6,6,5,0,0,6,5,270,220,0,0,410,420,50,50,0,0,600,75,140,7,55180,22012730_LRL_2025-06-21_4
X,22012730,Krissi N,LRL,2025-10-25,11,USA,AOC, ,7.0, ,7F,D,1,6,6,0,0,8,7,560,650,0,0,1050,1225,350,150,0,0,0,525,114,8,55590,22012730_LRL_2025-10-25_11
X,22012730,Krissi N,LRL,2025-12-19,8,USA,AOC, ,8.0, ,1M,D,1,1,2,5,0,8,8,0,10,320,0,1110,1335,50,100,150,0,0,0,398,8,55590,22012730_LRL_2025-12-19_8
X,23007699,Kuaga,LRL,2025-10-24,4,USA,MCL, ,5.5, ,5 1/2F,D,6,2,2,0,0,3,4,50,10,0,0,60,600,10,10,0,0,250,275,171,8,25740,23007699_LRL_2025-10-24_4
X,23007699,Kuaga,LRL,2025-11-01,5,USA,MCL, ,5.5, ,5 1/2F,T,3,3,3,0,0,3,7,160,20,0,0,250,1085,50,50,0,0,100,150,195,9,31950,23007699_LRL_2025-11-01_5
X,23007699,Kuaga,LRL,2025-11-29,6,USA,MCL, ,5.5, ,5 1/2F,D,5,2,2,0,0,1,1,200,10,0,0,0,0,500,600,0,0,500,1200,45,12,30260,23007699_LRL_2025-11-29_6
 ,21010309,Lachicafortequila,DEL,2025-09-04,5,USA,CLM, ,8.32,A,1M 70Y,T,3,5,7,7,0,7,7,270,460,750,0,910,1905,10,0,0,0,0,0,792,7,22000,21010309_DEL_2025-09-04_5
 ,21010309,Lachicafortequila,DEL,2025-10-09,1,USA,CLM, ,8.0, ,1M,D,6,6,7,6,0,8,4,550,750,600,0,620,735,10,50,10,0,200,325,41,10,16000,21010309_DEL_2025-10-09_1
X,21010309,Lachicafortequila,LRL,2025-11-28,5,USA,CLM, ,8.5, ,1 1/16M,D,2,5,6,6,0,7,5,950,850,1010,0,1200,1425,50,200,200,0,200,75,264,8,21300,21010309_LRL_2025-11-28_5
X,21010309,Lachicafortequila,LRL,2025-12-21,9,USA,CLM, ,8.0, ,1M,D,5,7,7,5,0,6,4,970,1660,650,0,900,550,500,250,10,0,350,10,157,8,21300,21010309_LRL_2025-12-21_9
X,21006724,Laddie Dance,LRL,2025-11-07,4,USA,CLM, ,6.0, ,6F,D,6,2,2,0,0,1,1,150,50,0,0,0,0,300,500,0,0,200,700,96,8,20760,21006724_LRL_2025-11-07_4
X,21006724,Laddie Dance,LRL,2025-11-21,2,USA,SOC, ,6.0, ,6F,D,3,5,5,0,0,7,7,810,700,0,0,860,355,10,150,0,0,100,75,29,9,25520,21006724_LRL_2025-11-21_2
X,21006724,Laddie Dance,LRL,2025-12-06,1,USA,CLM, ,6.0, ,6F,D,1,2,3,0,0,2,2,150,260,0,0,300,25,100,250,0,0,100,100,13,6,18680,21006724_LRL_2025-12-06_1
X,21006724,Laddie Dance,LRL,2025-12-26,1,USA,CLM, ,6.0, ,6F,D,6,7,7,0,0,5,2,660,910,0,0,510,250,10,150,0,0,50,25,34,11,23070,21006724_LRL_2025-12-26_1
 ,21005461,Lady Arwen,DEL,2025-10-16,2,USA,CLM, ,5.5, ,5 1/2F,D,7,6,5,0,0,6,6,220,220,0,0,850,1025,600,50,0,0,300,650,40,7,16000,21005461_DEL_2025-10-16_2
 ,21005461,Lady Arwen,PRX,2025-11-10,5,USA,CLM, ,6.5, ,6 1/2F,D,3,4,3,0,0,5,6,160,150,0,0,710,610,150,50,0,0,200,100,134,8,21000,21005461_PRX_2025-11-10_5
 ,21005461,Lady Arwen,PRX,2025-12-24,1,USA,CLM, ,6.5, ,6 1/2F,D,6,4,11,0,0,12,12,70,540,0,0,1300,1750,100,200,0,0,0,0,535,12,21000,21005461_PRX_2025-12-24_1
X,21016779,Lady Charlotte,LRL,2025-10-10,4,USA,CLM, ,5.5, ,5 1/2F,D,4,1,2,0,0,2,2,0,10,0,0,400,625,10,100,0,0,200,25,23,7,21070,21016779_LRL_2025-10-10_4
X,21016779,Lady Charlotte,LRL,2025-11-02,2,USA,CLM, ,6.0, ,6F,D,3,1,1,0,0,1,1,0,0,0,0,0,0,50,500,0,0,400,350,15,7,21070,21016779_LRL_2025-11-02_2
X,21016779,Lady Charlotte,LRL,2025-12-05,8,USA,CLM, ,6.0, ,6F,D,5,1,2,0,0,2,2,0,50,0,0,250,350,150,350,0,0,350,450,5,7,19450,21016779_LRL_2025-12-05_8
 ,21006298,Lady Sriracha,PRX,2025-09-15,5,USA,SOC, ,6.0, ,6F,D,7,6,5,0,0,3,3,610,370,0,0,400,550,700,400,0,0,10,200,41,7,26000,21006298_PRX_2025-09-15_5
 ,21006298,Lady Sriracha,PRX,2025-10-01,8,USA,SOC, ,6.5, ,6 1/2F,D,4,4,4,0,0,5,7,310,500,0,0,700,800,200,10,0,0,50,0,41,7,26000,21006298_PRX_2025-10-01_8
 ,21006298,Lady Sriracha,PRX,2025-10-20,2,USA,CLM, ,6.0, ,6F,D,7,6,5,0,0,4,2,270,360,0,0,400,150,10,10,0,0,100,50,54,8,23000,21006298_PRX_2025-10-20_2
 ,19004949,Lady Zeta,DEL,2025-09-20,4,USA,SOC, ,5.0, ,5F,T,10,4,7,0,0,5,7,250,380,0,0,420,180,10,100,0,0,10,75,32,10,29000,19004949_DEL_2025-09-20_4
X,19004949,Lady Zeta,LRL,2025-10-11,1,USA,SHP, ,7.0, ,7F,D,5,2,4,0,0,7,6,200,460,0,0,960,1610,100,250,0,0,500,125,83,8,40000,19004949_LRL_2025-10-11_1
X,19004949,Lady Zeta,LRL,2025-11-16,7,USA,SOC, ,5.5, ,5 1/2F,T,1,3,4,0,0,3,4,110,210,0,0,210,325,100,10,0,0,10,5,47,10,26380,19004949_LRL_2025-11-16_7
X,19004949,Lady Zeta,LRL,2026-01-23,4,USA,SOC, ,6.0, ,6F,D,3,2,3,0,0,4,3,150,550,0,0,1000,1325,10,250,0,0,250,125,43,6,27260,19004949_LRL_2026-01-23_4
X,22000676,Lannister,DMR,2025-07-18,5,USA,MSW, ,6.5, ,6 1/2F,D,2,5,4,0,0,6,6,220,500,0,0,750,1285,10,10,0,0,350,225,8,9,100000,22000676_DMR_2025-07-18_5
X,22000676,Lannister,LRL,2025-12-26,7,USA,MSW, ,6.0, ,6F,D,7,3,4,0,0,5,5,300,320,0,0,910,1700,10,100,0,0,300,425,10,8,49410,22000676_LRL_2025-12-26_7
 ,23012905,Last Gift,TIM,2025-08-22,9,USA,MCL, ,4.0, ,4F,D,2,2,0,0,0,2,1,50,0,0,0,10,0,150,0,0,0,300,250,30,7,32080,23012905_TIM_2025-08-22_9
X,23012905,Last Gift,LRL,2025-11-02,5,USA,CLM, ,6.0, ,6F,D,6,2,2,0,0,1,1,100,50,0,0,0,0,150,150,0,0,200,375,56,6,33600,23012905_LRL_2025-11-02_5
X,23012905,Last Gift,LRL,2025-11-23,2,USA,CLM, ,6.0, ,6F,D,2,1,1,0,0,3,5,0,0,0,0,110,835,50,10,0,0,150,550,19,6,34050,23012905_LRL_2025-11-23_2
X,23012905,Last Gift,LRL,2025-12-13,9,USA,CLM, ,6.0, ,6F,D,4,2,3,0,0,5,7,50,60,0,0,550,1535,150,150,0,0,250,0,59,7,34550,23012905_LRL_2025-12-13_9
 ,21018066,Lastchance Romance,DEL,2025-10-18,7,USA,SOC, ,6.0, ,6F,D,4,4,4,0,0,3,3,250,350,0,0,300,325,10,150,0,0,200,675,18,5,20000,21018066_DEL_2025-10-18_7
 ,21018066,Lastchance Romance,PEN,2025-10-30,7,USA,ALW, ,6.0, ,6F,D,1,2,4,0,0,2,1,100,320,0,0,250,0,50,200,0,0,300,50,59,5,35000,21018066_PEN_2025-10-30_7
X,21018066,Lastchance Romance,LRL,2025-11-14,9,USA,ALW, ,6.0, ,6F,D,1,7,7,0,0,7,6,1210,1210,0,0,1210,800,0,0,0,0,0,225,296,7,48500,21018066_LRL_2025-11-14_9
X,22018757,Late Nite Call,PIM,2025-05-09,8,USA,AOC, ,8.5, ,1 1/16M,D,4,1,1,1,0,2,1,0,0,0,0,10,0,100,200,100,0,450,50,21,5,49000,22018757_PIM_2025-05-09_8
 ,22018757,Late Nite Call,DEL,2025-06-14,9,USA,STK,3,8.5, ,1 1/16M,D,2,5,6,6,0,4,5,170,230,270,0,250,485,200,10,10,0,10,100,569,9,300000,22018757_DEL_2025-06-14_9
X,22018757,Late Nite Call,LRL,2025-11-29,7,USA,STK, ,7.0, ,7F,D,7,7,6,0,0,7,7,510,920,0,0,1150,1775,0,10,0,0,0,0,146,7,100000,22018757_LRL_2025-11-29_7
X,22018757,Late Nite Call,LRL,2025-12-20,6,USA,STK, ,9.0, ,1 1/8M,D,3,1,1,1,0,1,2,0,0,0,0,0,25,100,250,250,0,10,250,479,9,100000,22018757_LRL_2025-12-20_6
X,21013518,Le Gris,SAR,2025-08-31,3,USA,AOC, ,8.0, ,1M,D,6,3,3,6,0,5,4,200,100,610,0,410,400,50,100,500,0,50,375,164,7,115000,21013518_SAR_2025-08-31_3
X,21013518,Le Gris,BAQ,2025-10-18,10,USA,STR, ,8.5, ,1 1/16M,T,10,7,7,7,0,8,8,320,280,420,0,330,685,100,200,100,0,300,75,323,11,110000,21013518_BAQ_2025-10-18_10
X,21013518,Le Gris,LRL,2025-11-30,7,USA,AOC, ,8.5, ,1 1/16M,D,1,1,1,1,0,1,1,0,0,0,0,0,0,100,250,200,0,550,900,14,6,53000,21013518_LRL_2025-11-30_7
X,21009377,Leonardini,LRL,2025-10-19,4,USA,MCL, ,6.0, ,6F,D,1,3,3,0,0,3,6,850,400,0,0,260,905,100,10,0,0,100,250,54,8,25370,21009377_LRL_2025-10-19_4
X,21009377,Leonardini,LRL,2025-11-09,10,USA,MCL, ,6.0, ,6F,D,5,5,6,0,0,7,7,660,1600,0,0,2100,2475,300,200,0,0,1500,2225,217,8,25370,21009377_LRL_2025-11-09_10
X,23016656,Let Her Pass By,CNL,2025-09-12,8,USA,MOC, ,5.5, ,5 1/2F,T,1,1,1,0,0,1,3,0,0,0,0,0,300,10,10,0,0,10,200,36,9,55000,23016656_CNL_2025-09-12_8
X,23016656,Let Her Pass By,LRL,2025-10-10,1,USA,MSW, ,5.5, ,5 1/2F,T,4,7,7,0,0,4,3,460,370,0,0,460,400,150,250,0,0,10,175,119,10,51115,23016656_LRL_2025-10-10_1
X,23016656,Let Her Pass By,LRL,2025-11-01,5,USA,MCL, ,5.5, ,5 1/2F,T,2,2,2,0,0,1,3,150,10,0,0,0,275,10,10,0,0,50,325,22,9,31950,23016656_LRL_2025-11-01_5
 ,23015101,Let's Go Lando,DEL,2025-08-30,4,USA,MSW, ,7.5,A,7 1/2F,T,7,8,8,0,0,8,7,670,1300,0,0,870,1125,0,0,0,0,0,100,51,8,45000,23015101_DEL_2025-08-30_4
 ,23015101,Let's Go Lando,DEL,2025-10-18,1,USA,MSW, ,8.0, ,1M,D,2,1,1,3,0,2,2,0,0,20,0,10,225,10,10,100,0,50,10,17,6,45000,23015101_DEL_2025-10-18_1
X,23015101,Let's Go Lando,LRL,2025-11-01,4,USA,MSW, ,8.5, ,1 1/16M,D,8,4,2,1,0,1,1,410,200,0,0,0,0,50,10,10,0,450,825,8,8,46000,23015101_LRL_2025-11-01_4
X,23015101,Let's Go Lando,LRL,2025-12-14,2,USA,AOC, ,8.5, ,1 1/16M,D,2,4,3,3,0,3,3,800,500,310,0,450,325,0,250,400,0,600,1675,51,4,49000,23015101_LRL_2025-12-14_2
X,22006543,Let's Have a Party,LRL,2025-10-12,8,USA,SOC, ,7.0, ,7F,D,1,5,7,0,0,7,7,1000,860,0,0,1210,2425,10,0,0,0,0,0,248,7,29500,22006543_LRL_2025-10-12_8
X,22006543,Let's Have a Party,LRL,2025-11-01,11,USA,SOC, ,6.0, ,6F,D,6,5,5,0,0,6,5,370,520,0,0,610,1300,600,200,0,0,400,125,536,7,25600,22006543_LRL_2025-11-01_11
X,22006543,Let's Have a Party,LRL,2025-11-14,1,USA,CLM, ,6.0, ,6F,D,1,5,7,0,0,6,7,120,510,0,0,700,695,50,150,0,0,50,50,159,9,23890,22006543_LRL_2025-11-14_1
X,22006543,Let's Have a Party,LRL,2025-12-12,6,USA,SOC, ,7.0, ,7F,D,8,6,6,0,0,7,7,510,510,0,0,1150,1750,400,400,0,0,400,350,885,8,25020,22006543_LRL_2025-12-12_6
X,21004662,Likebelivingnmagic,LRL,2025-09-20,5,USA,SOC, ,8.0, ,1M,T,8,7,6,8,0,8,8,700,510,770,0,1570,2500,200,150,0,0,0,0,358,8,30000,21004662_LRL_2025-09-20_5
X,21004662,Likebelivingnmagic,LRL,2025-10-03,3,USA,SOC, ,5.5, ,5 1/2F,T,10,3,6,0,0,9,10,400,660,0,0,1220,1930,200,150,0,0,200,0,664,10,26020,21004662_LRL_2025-10-03_3
X,21004662,Likebelivingnmagic,LRL,2025-11-29,2,USA,CLM, ,8.5, ,1 1/16M,D,3,3,3,3,0,5,4,110,150,550,0,900,1330,150,10,10,0,600,50,192,8,19140,21004662_LRL_2025-11-29_2
X,21004662,Likebelivingnmagic,LRL,2025-12-14,4,USA,CLM, ,5.5, ,5 1/2F,D,6,7,7,0,0,7,5,1350,1510,0,0,910,635,0,0,0,0,0,225,281,7,19450,21004662_LRL_2025-12-14_4
X,21004662,Likebelivingnmagic,LRL,2025-12-21,6,USA,CLM, ,8.0, ,1M,D,10,7,8,9,0,10,9,670,1060,820,0,1230,1715,10,50,150,0,200,275,593,11,21450,21004662_LRL_2025-12-21_6
X,23017715,Lino's Fire,LRL,2025-10-04,6,USA,MCL, ,6.0, ,6F,D,6,9,6,0,0,5,2,920,710,0,0,550,5,1200,150,0,0,700,25,179,10,28180,23017715_LRL_2025-10-04_6
X,23017715,Lino's Fire,LRL,2025-10-17,2,USA,MSW, ,7.0, ,7F,D,2,5,5,0,0,6,6,360,520,0,0,710,1335,150,10,0,0,700,900,255,7,47500,23017715_LRL_2025-10-17_2
X,23017715,Lino's Fire,LRL,2025-11-23,9,USA,MCL, ,8.5, ,1 1/16M,D,9,5,5,5,0,4,3,400,570,960,0,370,100,100,150,100,0,50,175,134,9,32400,23017715_LRL_2025-11-23_9
X,21013577,Little Lance,LRL,2025-09-19,4,USA,CLM, ,6.0, ,6F,D,4,3,3,0,0,2,2,210,210,0,0,150,150,10,50,0,0,10,25,58,7,19180,21013577_LRL_2025-09-19_4
X,21013577,Little Lance,LRL,2025-10-11,3,USA,SHP, ,7.0, ,7F,D,5,5,6,0,0,11,11,700,800,0,0,1470,1775,100,200,0,0,0,0,149,11,40800,21013577_LRL_2025-10-11_3
X,21013577,Little Lance,LRL,2025-11-07,4,USA,CLM, ,6.0, ,6F,D,3,6,6,0,0,6,6,750,910,0,0,1250,1560,50,50,0,0,200,800,57,8,20760,21013577_LRL_2025-11-07_4
X,21013577,Little Lance,LRL,2025-12-14,4,USA,CLM, ,5.5, ,5 1/2F,D,3,3,3,0,0,3,2,300,650,0,0,250,175,250,150,0,0,350,275,18,7,19450,21013577_LRL_2025-12-14_4
X,23006721,Little Lino,LRL,2025-11-16,2,USA,MSW, ,6.0, ,6F,D,1,4,3,0,0,4,4,220,350,0,0,410,800,400,350,0,0,450,425,354,6,45000,23006721_LRL_2025-11-16_2
X,22018268,Lonesome Road,CNL,2025-07-16,2,USA,MSW, ,8.0, ,1M,T,1,8,8,7,0,7,7,470,580,460,0,810,600,0,0,10,0,150,325,61,8,87500,22018268_CNL_2025-07-16_2
X,22018268,Lonesome Road,CNL,2025-09-12,5,USA,MSW, ,5.5, ,5 1/2F,T,2,3,3,0,0,2,2,200,60,0,0,250,375,200,150,0,0,10,10,40,6,87500,22018268_CNL_2025-09-12_5
X,22018268,Lonesome Road,LRL,2025-12-26,7,USA,MSW, ,6.0, ,6F,D,5,2,1,0,0,1,1,100,0,0,0,0,0,200,300,0,0,550,850,43,8,49410,22018268_LRL_2025-12-26_7
 ,22014975,Lord's Lady,DEL,2025-06-12,3,USA,MCL, ,8.0, ,1M,D,7,8,7,3,0,1,1,1030,830,210,0,0,0,0,10,100,0,100,675,18,8,24000,22014975_DEL_2025-06-12_3
 ,22014975,Lord's Lady,PEN,2025-07-05,1,USA,SOC, ,8.0, ,1M,D,1,6,6,3,0,1,1,720,520,250,0,0,0,0,0,10,0,300,600,15,6,20000,22014975_PEN_2025-07-05_1
X,22014975,Lord's Lady,LRL,2025-10-05,5,USA,SOC, ,8.5, ,1 1/16M,D,2,5,5,4,0,3,3,750,660,750,0,700,1250,0,0,250,0,50,375,77,5,24000,22014975_LRL_2025-10-05_5
 ,22010453,Lost River,CT ,2025-10-01,1,USA,CLM, ,4.5, ,4 1/2F,D,4,2,0,0,0,2,1,10,0,0,0,10,0,50,0,0,0,10,150,30,6,21500,22010453_CT_2025-10-01_1
 ,22010453,Lost River,CT ,2025-10-24,6,USA,ALW, ,4.5, ,4 1/2F,D,4,4,0,0,0,4,4,150,0,0,0,350,675,100,0,0,0,150,125,46,5,31700,22010453_CT_2025-10-24_6
X,22010453,Lost River,LRL,2025-11-16,5,USA,CLM, ,6.0, ,6F,D,2,1,1,0,0,1,1,0,0,0,0,0,0,50,250,0,0,350,300,25,9,24550,22010453_LRL_2025-11-16_5
X,22010453,Lost River,LRL,2025-12-13,3,USA,CLM, ,5.5, ,5 1/2F,D,1,1,1,0,0,2,3,0,0,0,0,150,725,10,10,0,0,300,50,21,6,24700,22010453_LRL_2025-12-13_3
X,22018608,Lou's Birthday,LRL,2025-11-14,1,USA,CLM, ,6.0, ,6F,D,2,1,5,0,0,7,9,0,360,0,0,750,1070,10,100,0,0,100,0,175,9,23890,22018608_LRL_2025-11-14_1
X,22018608,Lou's Birthday,LRL,2025-12-05,6,USA,CLM, ,5.5, ,5 1/2F,D,3,5,4,0,0,3,2,710,810,0,0,400,100,300,50,0,0,10,225,163,9,25870,22018608_LRL_2025-12-05_6
 ,22018608,Lou's Birthday,PRX,2026-01-07,8,USA,SOC, ,6.5, ,6 1/2F,D,5,5,7,0,0,7,6,220,610,0,0,950,2050,100,250,0,0,200,2500,383,8,26000,22018608_PRX_2026-01-07_8
X,22003776,Love You More,WO ,2025-07-26,7,CAN,MSW, ,6.5, ,6 1/2F,D,1,10,9,0,0,7,6,690,800,0,0,1150,875,400,50,0,0,100,10,90,11,83999,22003776_WO_2025-07-26_7
X,22003776,Love You More,LRL,2025-09-20,6,USA,MSW, ,7.0, ,7F,D,4,7,5,0,0,2,2,420,410,0,0,300,500,700,550,0,0,150,525,63,8,48000,22003776_LRL_2025-09-20_6
X,22003776,Love You More,LRL,2025-10-26,8,USA,MSW, ,8.0, ,1M,D,4,1,2,1,0,1,1,0,10,0,0,0,0,10,350,150,0,450,200,25,7,47500,22003776_LRL_2025-10-26_8
X,22003776,Love You More,LRL,2025-12-14,7,USA,ALW, ,7.0, ,7F,D,1,1,1,0,0,1,1,0,0,0,0,0,0,10,10,0,0,250,25,17,6,49735,22003776_LRL_2025-12-14_7
X,20004104,Lucked In,LRL,2025-09-13,9,USA,CLM, ,7.0, ,7F,D,7,7,6,0,0,7,7,920,1060,0,0,1760,9999,0,400,0,0,0,9999,34,7,22560,20004104_LRL_2025-09-13_9
X,20004104,Lucked In,LRL,2025-11-07,7,USA,CLM, ,8.0, ,1M,D,3,8,7,5,0,4,1,1160,810,600,0,210,0,0,1000,50,0,400,50,86,8,25370,20004104_LRL_2025-11-07_7
X,20004104,Lucked In,LRL,2025-12-06,5,USA,CLM, ,8.0, ,1M,D,3,9,8,7,0,7,7,1310,1050,910,0,1210,1425,0,50,300,0,600,1200,70,9,23890,20004104_LRL_2025-12-06_5
X,22014247,Luminous Secret,LRL,2025-04-25,2,USA,CLM, ,7.0, ,7F,D,5,5,5,0,0,6,5,760,710,0,0,1400,1385,700,200,0,0,0,150,114,6,45305,22014247_LRL_2025-04-25_2
X,22014247,Luminous Secret,LRL,2025-11-01,1,USA,SOC, ,8.0, ,1M,T,3,8,8,9,0,7,5,1310,960,730,0,720,760,200,200,0,0,100,200,364,9,31950,22014247_LRL_2025-11-01_1
X,22014247,Luminous Secret,LRL,2025-11-23,4,USA,SOC, ,8.0, ,1M,T,3,12,12,11,0,9,7,2110,2470,1780,0,920,590,0,0,250,0,200,225,84,12,29900,22014247_LRL_2025-11-23_4
 ,23002714,Lundi Loot,DEL,2025-09-28,2,USA,AOC, ,6.0, ,6F,D,5,2,2,0,0,2,2,50,10,0,0,100,225,50,100,0,0,200,450,6,8,72000,23002714_DEL_2025-09-28_2
X,23002714,Lundi Loot,LRL,2025-10-11,9,USA,STK, ,6.0, ,6F,D,1,5,4,0,0,3,3,220,350,0,0,200,100,200,10,0,0,10,100,56,13,102040,23002714_LRL_2025-10-11_9
X,23002714,Lundi Loot,LRL,2025-11-08,9,USA,STK, ,6.0, ,6F,D,6,6,6,0,0,6,4,270,550,0,0,710,760,550,500,0,0,10,100,78,10,100000,23002714_LRL_2025-11-08_9
X,23002714,Lundi Loot,LRL,2025-12-12,4,USA,AOC, ,6.0, ,6F,D,3,4,4,0,0,2,3,300,270,0,0,250,75,350,350,0,0,200,775,12,5,53165,23002714_LRL_2025-12-12_4
X,20016744,Lute Warm,KEE,2024-10-18,4,USA,ALW, ,8.5, ,1 1/16M,T,7,7,7,8,0,6,5,610,750,770,0,650,205,150,100,0,0,50,600,9,8,140000,20016744_KEE_2024-10-18_4
 ,20016744,Lute Warm,FG ,2024-12-21,6,USA,STK, ,8.5, ,1 1/16M,T,1,3,5,6,0,6,6,300,260,350,0,510,725,50,200,0,0,0,0,14,6,100000,20016744_FG_2024-12-21_6
X,20016744,Lute Warm,LRL,2025-11-14,8,USA,AOC, ,8.0, ,1M,T,7,3,2,1,0,1,1,350,150,0,0,0,0,100,10,10,0,100,150,20,7,59020,20016744_LRL_2025-11-14_8
X,22013314,Maclean's Rook,LRL,2025-10-03,8,USA,ALW, ,8.5, ,1 1/16M,T,3,6,5,5,0,5,4,810,750,510,0,460,350,150,100,50,0,150,75,34,8,50000,22013314_LRL_2025-10-03_8
X,22013314,Maclean's Rook,LRL,2025-10-31,9,USA,ALW, ,8.0, ,1M,D,2,4,2,1,0,1,1,260,200,0,0,0,0,100,200,50,0,300,625,39,5,48000,22013314_LRL_2025-10-31_9
X,22013314,Maclean's Rook,LRL,2025-12-06,7,USA,ALW, ,8.5, ,1 1/16M,D,7,5,3,3,0,1,1,1000,1000,400,0,0,0,200,50,500,0,150,725,14,8,54410,22013314_LRL_2025-12-06_7
X,17007087,Magic Mule,LRL,2025-06-13,8,USA,AOC, ,8.0, ,1M,D,3,6,6,6,0,5,5,270,660,810,0,1310,1650,0,0,0,0,50,50,343,6,53795,17007087_LRL_2025-06-13_8
 ,17007087,Magic Mule,DEL,2025-07-18,7,USA,AOC, ,5.5, ,5 1/2F,D,1,5,4,0,0,4,4,300,300,0,0,450,460,0,10,0,0,10,50,311,5,47000,17007087_DEL_2025-07-18_7
